Word,Tooltip Tip,Glossary Link,File Name
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/single-sign-on/api-endpoints-for-single-sign-on.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/single-sign-on/okta-access-gateway.mdx
Single Sign-On,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Single+Sign-On,docs/authenticate/single-sign-on/okta-access-gateway.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/single-sign-on/okta-access-gateway.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/authenticate/single-sign-on/inbound-single-sign-on.mdx
Authorization Server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=Authorization+Server,docs/authenticate/single-sign-on/inbound-single-sign-on.mdx
Identity Providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Providers,docs/authenticate/single-sign-on/inbound-single-sign-on.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/inbound-single-sign-on.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/single-sign-on/inbound-single-sign-on.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/authenticate/single-sign-on/native-to-web.mdx
Refresh Tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=Refresh+Tokens,docs/authenticate/single-sign-on/native-to-web.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider.mdx
SAML,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-cisco-webex.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-tableau-server.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-egencia.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-idp-for-google-g-suite.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-github-enterprise-cloud.mdx
SAML,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-github-enterprise-cloud.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-github-enterprise-cloud.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-workday.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-datadog.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-freshdesk.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-pluralsight.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-hosted-graphite.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-litmos.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-workpath.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-heroku.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-heroku.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-heroku.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-github-enterprise-server.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-tableau-online.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-atlassian.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-addon-eloqua.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-addon-eloqua.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-addon-eloqua.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-saml2-web-app-addon-for-aws.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/outbound-single-sign-on/configure-auth0-saml-identity-provider/configure-auth0-as-identity-provider-for-sprout-video.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/native-to-web/configure-mobile-to-web-payment-flows.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/authenticate/single-sign-on/native-to-web/configure-mobile-to-web-payment-flows.mdx
refresh token,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+token,docs/authenticate/single-sign-on/native-to-web/configure-mobile-to-web-payment-flows.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/native-to-web/native-to-web-sso-best-practices.mdx
access tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+tokens,docs/authenticate/single-sign-on/native-to-web/native-to-web-sso-best-practices.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/authenticate/single-sign-on/native-to-web/native-to-web-sso-best-practices.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/single-sign-on/native-to-web/native-to-web-sso-and-sessions.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/authenticate/single-sign-on/native-to-web/native-to-web-sso-and-sessions.mdx
Single Sign-On,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-On,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
refresh token,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+token,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
Custom Domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+Domain,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
WS-Fed,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=WS-Fed,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
IdP,Web Service Federation (WS-Fed): Protocol for managing user identities across domains.,/docs/glossary?term=IdP,docs/authenticate/single-sign-on/native-to-web/configure-implement-native-to-web.mdx
Identity Providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Providers,docs/authenticate/protocols/scim.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/authenticate/protocols/oauth.mdx
resource owner,Resource Owner: Entity (such as a user or application) capable of granting access to a protected resource.,/docs/glossary?term=resource+owner,docs/authenticate/protocols/oauth.mdx
resource server,Resource Server: Server hosting protected resources. Resource servers accept and respond to protected resource requests.,/docs/glossary?term=resource+server,docs/authenticate/protocols/oauth.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/authenticate/protocols/oauth.mdx
authorization server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=authorization+server,docs/authenticate/protocols/oauth.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/authenticate/protocols/oauth.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/authenticate/protocols/oauth.mdx
ID token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+token,docs/authenticate/protocols/oauth.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/oauth.mdx
refresh token,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+token,docs/authenticate/protocols/oauth.mdx
WS-Fed,Web Service Federation (WS-Fed): Protocol for managing user identities across domains.,/docs/glossary?term=WS-Fed,docs/authenticate/protocols/ws-fed-protocol.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/authenticate/protocols/ws-fed-protocol.mdx
Relying Party,Relying Party: Entity (such as a service or application) that depends on a third-party identity provider to authenticate a user.,/docs/glossary?term=Relying+Party,docs/authenticate/protocols/ws-fed-protocol.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/ws-fed-protocol.mdx
Security Assertion Markup Language,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=Security+Assertion+Markup+Language,docs/authenticate/protocols/saml.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/saml.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/openid-connect-protocol.mdx
OAuth 2.0,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OAuth+2.0,docs/authenticate/protocols/openid-connect-protocol.mdx
JSON web tokens,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JSON+web+tokens,docs/authenticate/protocols/openid-connect-protocol.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/authenticate/protocols/openid-connect-protocol.mdx
ID token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=ID+token,docs/authenticate/protocols/openid-connect-protocol.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/scim/inbound-scim-for-okta-workforce-connections.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/scim/inbound-scim-for-okta-workforce-connections.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/scim/inbound-scim-for-okta-workforce-saml-connections.mdx
management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=management+API,docs/authenticate/protocols/scim/manage-an-inbound-scim-deployment-with-the-management-api.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/scim/inbound-scim-for-new-azure-ad-connections.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/scim/inbound-scim-for-new-azure-ad-connections.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/scim/inbound-scim-for-new-azure-ad-connections.mdx
Auth0 Dashboard,...,/docs/glossary?term=Auth0%20Dashboard,docs/authenticate/protocols/scim/inbound-scim-for-azure-ad-saml-connections.mdx
group,...,/docs/glossary?term=Group,docs/authenticate/protocols/scim/inbound-scim-for-azure-ad-saml-connections.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/scim/inbound-scim-for-older-azure-ad-connections.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/scim/inbound-scim-for-older-azure-ad-connections.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/scim/inbound-scim-for-older-azure-ad-connections.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/scim/configure-inbound-scim-for-identity-providers-using-saml-or-openid.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/scim/configure-inbound-scim-for-identity-providers-using-saml-or-openid.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/scim/configure-inbound-scim-for-identity-providers-using-saml-or-openid.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/scim/configure-inbound-scim.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-identity-provider-configuration-settings.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-identity-provider-configuration-settings.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/saml/saml-identity-provider-configuration-settings.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/authenticate/protocols/saml/saml-identity-provider-configuration-settings.mdx
IdP,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdP,docs/authenticate/protocols/saml/saml-configuration.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/saml/saml-configuration.mdx
OAuth 2.0,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OAuth+2.0,docs/authenticate/protocols/saml/saml-configuration.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-configuration.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/saml/saml-configuration.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/saml/saml-configuration.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-configuration.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations.mdx
single sign-on,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=single+sign-on,docs/authenticate/protocols/saml/saml-sso-integrations.mdx
IdP,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdP,docs/authenticate/protocols/saml/saml-sso-integrations.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-configuration/configure-auth0-as-service-and-identity-provider.mdx
SAML,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-configuration/configure-auth0-as-service-and-identity-provider.mdx
single sign-on,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=single+sign-on,docs/authenticate/protocols/saml/saml-configuration/configure-auth0-as-service-and-identity-provider.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-configuration/deprovision-users-in-saml-integrations.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-configuration/deprovision-users-in-saml-integrations.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-configuration/customize-saml-assertions.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-configuration/customize-saml-assertions.mdx
IdP,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdP,docs/authenticate/protocols/saml/saml-configuration/saml-attribute-mapping-examples.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/saml/saml-configuration/saml-attribute-mapping-examples.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-configuration/saml-attribute-mapping-examples.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/sign-and-encrypt-saml-requests.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/sign-and-encrypt-saml-requests.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-sso-integrations/sign-and-encrypt-saml-requests.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-idp-initiated-saml-sign-on-to-oidc-apps.mdx
SAML,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-idp-initiated-saml-sign-on-to-oidc-apps.mdx
OpenID,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=OpenID,docs/authenticate/protocols/saml/saml-sso-integrations/configure-idp-initiated-saml-sign-on-to-oidc-apps.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-sso-integrations/work-with-certificates-and-keys-as-strings.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/enable-saml2-web-app-addon.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/identity-provider-initiated-single-sign-on.mdx
Single Sign-on,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=Single+Sign-on,docs/authenticate/protocols/saml/saml-sso-integrations/identity-provider-initiated-single-sign-on.mdx
identity provider,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/identity-provider-initiated-single-sign-on.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/protocols/saml/saml-sso-integrations/identity-provider-initiated-single-sign-on.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/authenticate/protocols/saml/saml-sso-integrations/identity-provider-initiated-single-sign-on.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-salesforce-as-saml-identity-provider.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-salesforce-as-saml-identity-provider.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-salesforce-as-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-okta-as-saml-identity-provider.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-okta-as-saml-identity-provider.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-okta-as-saml-identity-provider.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-okta-as-saml-identity-provider.mdx
